# This file is part of the Soletta Project
#
# Copyright (C) 2015 Intel Corporation. All rights reserved.
#
# Licensed under the Apache License, Version 2.0 (the "License");
# you may not use this file except in compliance with the License.
# You may obtain a copy of the License at
#
#     http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing, software
# distributed under the License is distributed on an "AS IS" BASIS,
# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
# See the License for the specific language governing permissions and
# limitations under the License.


#### Week 0 ####
### Monday ###
6 6:00 Fertilizer 2.2

6 7:00 Temperature 19
6 7:00 WaterVolume 40
6 7:00 Light 45
6 7:00 EXP_WaterVolume 40
6 7:00 Moisture 27
6 7:00 Fertilizer 1.7

6 8:00 Temperature 19
6 8:00 WaterVolume 40
6 8:00 Light 50
6 8:00 EXP_WaterVolume 40
6 8:00 Moisture 27
6 8:00 Fertilizer 1.5

6 9:00 Temperature 19
6 9:00 WaterVolume 40
6 9:00 Light 50
6 9:00 EXP_WaterVolume 40
6 9:00 Moisture 28
6 9:00 Fertilizer 1.0

6 10:00 Temperature 19
6 10:00 WaterVolume 40
6 10:00 Light 50
6 10:00 EXP_WaterVolume 40
6 10:00 Moisture 28
6 10:00 Fertilizer 1.6

6 11:00 Temperature 20
6 11:00 WaterVolume 40
6 11:00 Light 60
6 11:00 EXP_WaterVolume 40
6 11:00 Moisture 29
6 11:00 Fertilizer 1.2

6 12:00 Temperature 21
6 12:00 WaterVolume 0
6 12:00 Light 80
6 12:00 EXP_WaterVolume 0
6 12:00 Moisture 33
6 12:00 Fertilizer 1.4

6 13:00 Temperature 20
6 13:00 WaterVolume 0
6 13:00 Light 70
6 13:00 EXP_WaterVolume 0
6 13:00 Moisture 33
6 13:00 Fertilizer 1.3

6 14:00 Temperature 20
6 14:00 WaterVolume 0
6 14:00 Light 70
6 14:00 EXP_WaterVolume 0
6 14:00 Moisture 31
6 14:00 Fertilizer 2.0

6 15:00 Temperature 20
6 15:00 WaterVolume 40
6 15:00 Light 70
6 15:00 EXP_WaterVolume 40
6 15:00 Moisture 26
6 15:00 Fertilizer 1.4

6 16:00 Temperature 20
6 16:00 WaterVolume 0
6 16:00 Light 65
6 16:00 EXP_WaterVolume 0
6 16:00 Moisture 30
6 16:00 Fertilizer 2.7

6 17:00 Temperature 20
6 17:00 WaterVolume 40
6 17:00 Light 60
6 17:00 EXP_WaterVolume 40
6 17:00 Moisture 29
6 17:00 Fertilizer 1.5

6 18:00 Temperature 19
6 18:00 WaterVolume 0
6 18:00 Light 50
6 18:00 EXP_WaterVolume 0
6 18:00 Moisture 32
6 18:00 Fertilizer 2.0

6 19:00 Temperature 18
6 19:00 WaterVolume 40
6 19:00 Light 30
6 19:00 EXP_WaterVolume 40
6 19:00 Moisture 28
6 19:00 Fertilizer 1.1

6 20:00 Temperature 17
6 20:00 WaterVolume 40
6 20:00 Light 10
6 20:00 EXP_WaterVolume 40
6 20:00 Moisture 27
6 20:00 Fertilizer 2.7

6 21:00 Temperature 17
6 21:00 WaterVolume 0
6 21:00 Light 10
6 21:00 EXP_WaterVolume 0
6 21:00 Moisture 30
6 21:00 Fertilizer 2.4

6 22:00 Temperature 17
6 22:00 WaterVolume 80
6 22:00 Light 10
6 22:00 EXP_WaterVolume 80
6 22:00 Moisture 0
6 22:00 Fertilizer 2.2

6 23:00 Temperature 17
6 23:00 WaterVolume 80
6 23:00 Light 10
6 23:00 EXP_WaterVolume 80
6 23:00 Moisture 3
6 23:00 Fertilizer 2.0


#### Week 1 ####
### Monday ###
7 0:00 BEGIN_EXPECTATIONS
7 0:00 Temperature 23
7 0:00 WaterVolume 0
7 0:00 Light 10
7 0:00 EXP_WaterVolume 80
7 0:00 Moisture 8
7 0:00 Fertilizer 1.1
7 0:00 END_EXPECTATIONS
7 0:01 WaterVolume 80

7 1:00 BEGIN_EXPECTATIONS
7 1:00 Temperature 23
7 1:00 WaterVolume 0
7 1:00 Light 11
7 1:00 EXP_WaterVolume 60
7 1:00 Moisture 13
7 1:00 Fertilizer 2.8
7 1:00 END_EXPECTATIONS
7 1:01 WaterVolume 60

7 2:00 BEGIN_EXPECTATIONS
7 2:00 Temperature 23
7 2:00 WaterVolume 0
7 2:00 Light 13
7 2:00 EXP_WaterVolume 60
7 2:00 Moisture 15
7 2:00 Fertilizer 1.9
7 2:00 END_EXPECTATIONS
7 2:01 WaterVolume 60

7 3:00 BEGIN_EXPECTATIONS
7 3:00 Temperature 23
7 3:00 WaterVolume 0
7 3:00 Light 15
7 3:00 EXP_WaterVolume 40
7 3:00 Moisture 20
7 3:00 Fertilizer 2.3
7 3:00 END_EXPECTATIONS
7 3:01 WaterVolume 40

7 4:00 BEGIN_EXPECTATIONS
7 4:00 Temperature 24
7 4:00 WaterVolume 0
7 4:00 Light 20
7 4:00 EXP_WaterVolume 40
7 4:00 Moisture 24
7 4:00 Fertilizer 1.3
7 4:00 END_EXPECTATIONS
7 4:01 WaterVolume 40

7 5:00 BEGIN_EXPECTATIONS
7 5:00 Temperature 24
7 5:00 WaterVolume 0
7 5:00 Light 25
7 5:00 EXP_WaterVolume 40
7 5:00 Moisture 23
7 5:00 Fertilizer 2.5
7 5:00 END_EXPECTATIONS
7 5:01 WaterVolume 40

7 6:00 BEGIN_EXPECTATIONS
7 6:00 Temperature 25
7 6:00 WaterVolume 0
7 6:00 Light 40
7 6:00 EXP_WaterVolume 40
7 6:00 Moisture 23
7 6:00 Fertilizer 2.5
7 6:00 END_EXPECTATIONS
7 6:01 WaterVolume 40

7 7:00 BEGIN_EXPECTATIONS
7 7:00 Temperature 25
7 7:00 WaterVolume 0
7 7:00 Light 45
7 7:00 EXP_WaterVolume 40
7 7:00 Moisture 22
7 7:00 Fertilizer 1.4
7 7:00 END_EXPECTATIONS
7 7:01 WaterVolume 40

7 8:00 BEGIN_EXPECTATIONS
7 8:00 Temperature 25
7 8:00 WaterVolume 0
7 8:00 Light 50
7 8:00 EXP_WaterVolume 40
7 8:00 Moisture 25
7 8:00 Fertilizer 2.9
7 8:00 END_EXPECTATIONS
7 8:01 WaterVolume 40

7 9:00 BEGIN_EXPECTATIONS
7 9:00 Temperature 25
7 9:00 WaterVolume 0
7 9:00 Light 50
7 9:00 EXP_WaterVolume 40
7 9:00 Moisture 27
7 9:00 Fertilizer 1.2
7 9:00 END_EXPECTATIONS
7 9:01 WaterVolume 40

7 10:00 BEGIN_EXPECTATIONS
7 10:00 Temperature 25
7 10:00 WaterVolume 0
7 10:00 Light 50
7 10:00 EXP_WaterVolume 0
7 10:00 Moisture 30
7 10:00 Fertilizer 1.8
7 10:00 END_EXPECTATIONS
7 10:01 WaterVolume 0

7 11:00 BEGIN_EXPECTATIONS
7 11:00 Temperature 26
7 11:00 WaterVolume 0
7 11:00 Light 60
7 11:00 EXP_WaterVolume 40
7 11:00 Moisture 26
7 11:00 Fertilizer 1.9
7 11:00 END_EXPECTATIONS
7 11:01 WaterVolume 40

7 12:00 BEGIN_EXPECTATIONS
7 12:00 Temperature 27
7 12:00 WaterVolume 0
7 12:00 Light 80
7 12:00 EXP_WaterVolume 40
7 12:00 Moisture 28
7 12:00 Fertilizer 2.3
7 12:00 END_EXPECTATIONS
7 12:01 WaterVolume 40

7 13:00 BEGIN_EXPECTATIONS
7 13:00 Temperature 26
7 13:00 WaterVolume 0
7 13:00 Light 70
7 13:00 EXP_WaterVolume 40
7 13:00 Moisture 28
7 13:00 Fertilizer 1.2
7 13:00 END_EXPECTATIONS
7 13:01 WaterVolume 40

7 14:00 BEGIN_EXPECTATIONS
7 14:00 Temperature 26
7 14:00 WaterVolume 0
7 14:00 Light 70
7 14:00 EXP_WaterVolume 0
7 14:00 Moisture 30
7 14:00 Fertilizer 1.6
7 14:00 END_EXPECTATIONS
7 14:01 WaterVolume 0

7 15:00 BEGIN_EXPECTATIONS
7 15:00 Temperature 26
7 15:00 WaterVolume 0
7 15:00 Light 70
7 15:00 EXP_WaterVolume 40
7 15:00 Moisture 29
7 15:00 Fertilizer 2.2
7 15:00 END_EXPECTATIONS
7 15:01 WaterVolume 40

7 16:00 BEGIN_EXPECTATIONS
7 16:00 Temperature 26
7 16:00 WaterVolume 0
7 16:00 Light 65
7 16:00 EXP_WaterVolume 0
7 16:00 Moisture 30
7 16:00 Fertilizer 2.5
7 16:00 END_EXPECTATIONS
7 16:01 WaterVolume 0

7 17:00 BEGIN_EXPECTATIONS
7 17:00 Temperature 26
7 17:00 WaterVolume 0
7 17:00 Light 60
7 17:00 EXP_WaterVolume 0
7 17:00 Moisture 30
7 17:00 Fertilizer 1.6
7 17:00 END_EXPECTATIONS
7 17:01 WaterVolume 0

7 18:00 BEGIN_EXPECTATIONS
7 18:00 Temperature 25
7 18:00 WaterVolume 0
7 18:00 Light 50
7 18:00 EXP_WaterVolume 40
7 18:00 Moisture 25
7 18:00 Fertilizer 1.3
7 18:00 END_EXPECTATIONS
7 18:01 WaterVolume 40

7 19:00 BEGIN_EXPECTATIONS
7 19:00 Temperature 24
7 19:00 WaterVolume 0
7 19:00 Light 30
7 19:00 EXP_WaterVolume 40
7 19:00 Moisture 24
7 19:00 Fertilizer 1.2
7 19:00 END_EXPECTATIONS
7 19:01 WaterVolume 40

7 20:00 BEGIN_EXPECTATIONS
7 20:00 Temperature 23
7 20:00 WaterVolume 0
7 20:00 Light 10
7 20:00 EXP_WaterVolume 40
7 20:00 Moisture 25
7 20:00 Fertilizer 1.9
7 20:00 END_EXPECTATIONS
7 20:01 WaterVolume 40

7 21:00 BEGIN_EXPECTATIONS
7 21:00 Temperature 23
7 21:00 WaterVolume 0
7 21:00 Light 10
7 21:00 EXP_WaterVolume 40
7 21:00 Moisture 24
7 21:00 Fertilizer 1.6
7 21:00 END_EXPECTATIONS
7 21:01 WaterVolume 40

7 22:00 BEGIN_EXPECTATIONS
7 22:00 Temperature 23
7 22:00 WaterVolume 0
7 22:00 Light 10
7 22:00 EXP_WaterVolume 40
7 22:00 Moisture 23
7 22:00 Fertilizer 2.1
7 22:00 END_EXPECTATIONS
7 22:01 WaterVolume 40

7 23:00 BEGIN_EXPECTATIONS
7 23:00 Temperature 23
7 23:00 WaterVolume 0
7 23:00 Light 10
7 23:00 EXP_WaterVolume 40
7 23:00 Moisture 25
7 23:00 Fertilizer 2.2
7 23:00 END_EXPECTATIONS
7 23:01 WaterVolume 40

### Tuesday ###
8 0:00 BEGIN_EXPECTATIONS
8 0:00 Temperature 17
8 0:00 WaterVolume 0
8 0:00 Light 10
8 0:00 EXP_WaterVolume 40
8 0:00 Moisture 25
8 0:00 Fertilizer 2.9
8 0:00 END_EXPECTATIONS
8 0:01 WaterVolume 40

8 1:00 BEGIN_EXPECTATIONS
8 1:00 Temperature 17
8 1:00 WaterVolume 0
8 1:00 Light 11
8 1:00 EXP_WaterVolume 40
8 1:00 Moisture 26
8 1:00 Fertilizer 1.2
8 1:00 END_EXPECTATIONS
8 1:01 WaterVolume 40

8 2:00 BEGIN_EXPECTATIONS
8 2:00 Temperature 17
8 2:00 WaterVolume 0
8 2:00 Light 13
8 2:00 EXP_WaterVolume 40
8 2:00 Moisture 25
8 2:00 Fertilizer 2.3
8 2:00 END_EXPECTATIONS
8 2:01 WaterVolume 40

8 3:00 BEGIN_EXPECTATIONS
8 3:00 Temperature 17
8 3:00 WaterVolume 0
8 3:00 Light 15
8 3:00 EXP_WaterVolume 40
8 3:00 Moisture 28
8 3:00 Fertilizer 2.1
8 3:00 END_EXPECTATIONS
8 3:01 WaterVolume 40

8 4:00 BEGIN_EXPECTATIONS
8 4:00 Temperature 18
8 4:00 WaterVolume 0
8 4:00 Light 20
8 4:00 EXP_WaterVolume 0
8 4:00 Moisture 32
8 4:00 Fertilizer 1.9
8 4:00 END_EXPECTATIONS
8 4:01 WaterVolume 0

8 5:00 BEGIN_EXPECTATIONS
8 5:00 Temperature 18
8 5:00 WaterVolume 0
8 5:00 Light 25
8 5:00 EXP_WaterVolume 40
8 5:00 Moisture 28
8 5:00 Fertilizer 2.7
8 5:00 END_EXPECTATIONS
8 5:01 WaterVolume 40

8 6:00 BEGIN_EXPECTATIONS
8 6:00 Temperature 19
8 6:00 WaterVolume 0
8 6:00 Light 40
8 6:00 EXP_WaterVolume 40
8 6:00 Moisture 27
8 6:00 Fertilizer 2.3
8 6:00 END_EXPECTATIONS
8 6:01 WaterVolume 40

8 7:00 BEGIN_EXPECTATIONS
8 7:00 Temperature 19
8 7:00 WaterVolume 0
8 7:00 Light 45
8 7:00 EXP_WaterVolume 40
8 7:00 Moisture 27
8 7:00 Fertilizer 1.4
8 7:00 END_EXPECTATIONS
8 7:01 WaterVolume 40

8 8:00 BEGIN_EXPECTATIONS
8 8:00 Temperature 19
8 8:00 WaterVolume 0
8 8:00 Light 50
8 8:00 EXP_WaterVolume 40
8 8:00 Moisture 26
8 8:00 Fertilizer 2.5
8 8:00 END_EXPECTATIONS
8 8:01 WaterVolume 40

8 9:00 BEGIN_EXPECTATIONS
8 9:00 Temperature 19
8 9:00 WaterVolume 0
8 9:00 Light 50
8 9:00 EXP_WaterVolume 40
8 9:00 Moisture 27
8 9:00 Fertilizer 1.2
8 9:00 END_EXPECTATIONS
8 9:01 WaterVolume 40

8 10:00 BEGIN_EXPECTATIONS
8 10:00 Temperature 19
8 10:00 WaterVolume 0
8 10:00 Light 50
8 10:00 EXP_WaterVolume 40
8 10:00 Moisture 28
8 10:00 Fertilizer 1.8
8 10:00 END_EXPECTATIONS
8 10:01 WaterVolume 40

8 11:00 BEGIN_EXPECTATIONS
8 11:00 Temperature 20
8 11:00 WaterVolume 0
8 11:00 Light 60
8 11:00 EXP_WaterVolume 40
8 11:00 Moisture 27
8 11:00 Fertilizer 2.8
8 11:00 END_EXPECTATIONS
8 11:01 WaterVolume 40

8 12:00 BEGIN_EXPECTATIONS
8 12:00 Temperature 21
8 12:00 WaterVolume 0
8 12:00 Light 80
8 12:00 EXP_WaterVolume 0
8 12:00 Moisture 31
8 12:00 Fertilizer 1.7
8 12:00 END_EXPECTATIONS
8 12:01 WaterVolume 0

8 13:00 BEGIN_EXPECTATIONS
8 13:00 Temperature 20
8 13:00 WaterVolume 0
8 13:00 Light 70
8 13:00 EXP_WaterVolume 40
8 13:00 Moisture 29
8 13:00 Fertilizer 1.3
8 13:00 END_EXPECTATIONS
8 13:01 WaterVolume 40

8 14:00 BEGIN_EXPECTATIONS
8 14:00 Temperature 20
8 14:00 WaterVolume 0
8 14:00 Light 70
8 14:00 EXP_WaterVolume 0
8 14:00 Moisture 31
8 14:00 Fertilizer 2.8
8 14:00 END_EXPECTATIONS
8 14:01 WaterVolume 0

8 15:00 BEGIN_EXPECTATIONS
8 15:00 Temperature 20
8 15:00 WaterVolume 0
8 15:00 Light 70
8 15:00 EXP_WaterVolume 40
8 15:00 Moisture 28
8 15:00 Fertilizer 1.2
8 15:00 END_EXPECTATIONS
8 15:01 WaterVolume 40

8 16:00 BEGIN_EXPECTATIONS
8 16:00 Temperature 20
8 16:00 WaterVolume 0
8 16:00 Light 65
8 16:00 EXP_WaterVolume 40
8 16:00 Moisture 29
8 16:00 Fertilizer 1.6
8 16:00 END_EXPECTATIONS
8 16:01 WaterVolume 40

8 17:00 BEGIN_EXPECTATIONS
8 17:00 Temperature 20
8 17:00 WaterVolume 0
8 17:00 Light 60
8 17:00 EXP_WaterVolume 40
8 17:00 Moisture 29
8 17:00 Fertilizer 2.7
8 17:00 END_EXPECTATIONS
8 17:01 WaterVolume 40

8 18:00 BEGIN_EXPECTATIONS
8 18:00 Temperature 19
8 18:00 WaterVolume 0
8 18:00 Light 50
8 18:00 EXP_WaterVolume 0
8 18:00 Moisture 50
8 18:00 Fertilizer 1.6
8 18:00 END_EXPECTATIONS
8 18:01 WaterVolume 0

8 19:00 BEGIN_EXPECTATIONS
8 19:00 Temperature 18
8 19:00 WaterVolume 0
8 19:00 Light 30
8 19:00 EXP_WaterVolume 0
8 19:00 Moisture 48
8 19:00 Fertilizer 1.4
8 19:00 END_EXPECTATIONS
8 19:01 WaterVolume 0

8 20:00 BEGIN_EXPECTATIONS
8 20:00 Temperature 17
8 20:00 WaterVolume 0
8 20:00 Light 10
8 20:00 EXP_WaterVolume 0
8 20:00 Moisture 43
8 20:00 Fertilizer 2.2
8 20:00 END_EXPECTATIONS
8 20:01 WaterVolume 0

8 21:00 BEGIN_EXPECTATIONS
8 21:00 Temperature 17
8 21:00 WaterVolume 0
8 21:00 Light 10
8 21:00 EXP_WaterVolume 80
8 21:00 Moisture 0
8 21:00 Fertilizer 1.3
8 21:00 END_EXPECTATIONS
8 21:01 WaterVolume 80

8 22:00 BEGIN_EXPECTATIONS
8 22:00 Temperature 17
8 22:00 WaterVolume 0
8 22:00 Light 10
8 22:00 EXP_WaterVolume 80
8 22:00 Moisture 3
8 22:00 Fertilizer 2.6
8 22:00 END_EXPECTATIONS
8 22:01 WaterVolume 80

8 23:00 BEGIN_EXPECTATIONS
8 23:00 Temperature 17
8 23:00 WaterVolume 0
8 23:00 Light 10
8 23:00 EXP_WaterVolume 80
8 23:00 Moisture 9
8 23:00 Fertilizer 2.6
8 23:00 END_EXPECTATIONS
8 23:01 WaterVolume 80

### Wednesday ###
9 0:00 BEGIN_EXPECTATIONS
9 0:00 Temperature 18
9 0:00 WaterVolume 0
9 0:00 Light 10
9 0:00 EXP_WaterVolume 60
9 0:00 Moisture 16
9 0:00 Fertilizer 1.2
9 0:00 END_EXPECTATIONS
9 0:01 WaterVolume 60

9 1:00 BEGIN_EXPECTATIONS
9 1:00 Temperature 18
9 1:00 WaterVolume 0
9 1:00 Light 11
9 1:00 EXP_WaterVolume 40
9 1:00 Moisture 22
9 1:00 Fertilizer 1.9
9 1:00 END_EXPECTATIONS
9 1:01 WaterVolume 40

9 2:00 BEGIN_EXPECTATIONS
9 2:00 Temperature 18
9 2:00 WaterVolume 0
9 2:00 Light 13
9 2:00 EXP_WaterVolume 40
9 2:00 Moisture 22
9 2:00 Fertilizer 2.2
9 2:00 END_EXPECTATIONS
9 2:01 WaterVolume 40

9 3:00 BEGIN_EXPECTATIONS
9 3:00 Temperature 18
9 3:00 WaterVolume 0
9 3:00 Light 15
9 3:00 EXP_WaterVolume 40
9 3:00 Moisture 22
9 3:00 Fertilizer 1.4
9 3:00 END_EXPECTATIONS
9 3:01 WaterVolume 40

9 4:00 BEGIN_EXPECTATIONS
9 4:00 Temperature 19
9 4:00 WaterVolume 0
9 4:00 Light 20
9 4:00 EXP_WaterVolume 40
9 4:00 Moisture 23
9 4:00 Fertilizer 2.4
9 4:00 END_EXPECTATIONS
9 4:01 WaterVolume 40

9 5:00 BEGIN_EXPECTATIONS
9 5:00 Temperature 19
9 5:00 WaterVolume 0
9 5:00 Light 25
9 5:00 EXP_WaterVolume 40
9 5:00 Moisture 26
9 5:00 Fertilizer 2.8
9 5:00 END_EXPECTATIONS
9 5:01 WaterVolume 40

9 6:00 BEGIN_EXPECTATIONS
9 6:00 Temperature 20
9 6:00 WaterVolume 0
9 6:00 Light 40
9 6:00 EXP_WaterVolume 0
9 6:00 Moisture 30
9 6:00 Fertilizer 1.9
9 6:00 END_EXPECTATIONS
9 6:01 WaterVolume 0

9 7:00 BEGIN_EXPECTATIONS
9 7:00 Temperature 20
9 7:00 WaterVolume 0
9 7:00 Light 45
9 7:00 EXP_WaterVolume 40
9 7:00 Moisture 27
9 7:00 Fertilizer 1.6
9 7:00 END_EXPECTATIONS
9 7:01 WaterVolume 40

9 8:00 BEGIN_EXPECTATIONS
9 8:00 Temperature 20
9 8:00 WaterVolume 0
9 8:00 Light 50
9 8:00 EXP_WaterVolume 40
9 8:00 Moisture 26
9 8:00 Fertilizer 1.9
9 8:00 END_EXPECTATIONS
9 8:01 WaterVolume 40

9 9:00 BEGIN_EXPECTATIONS
9 9:00 Temperature 20
9 9:00 WaterVolume 0
9 9:00 Light 50
9 9:00 EXP_WaterVolume 80
9 9:00 Moisture 0
9 9:00 Fertilizer 1.9
9 9:00 END_EXPECTATIONS
9 9:01 WaterVolume 80

9 10:00 BEGIN_EXPECTATIONS
9 10:00 Temperature 20
9 10:00 WaterVolume 0
9 10:00 Light 50
9 10:00 EXP_WaterVolume 80
9 10:00 Moisture 8
9 10:00 Fertilizer 2.1
9 10:00 END_EXPECTATIONS
9 10:01 WaterVolume 80

9 11:00 BEGIN_EXPECTATIONS
9 11:00 Temperature 21
9 11:00 WaterVolume 0
9 11:00 Light 60
9 11:00 EXP_WaterVolume 60
9 11:00 Moisture 11
9 11:00 Fertilizer 1.6
9 11:00 END_EXPECTATIONS
9 11:01 WaterVolume 60

9 12:00 BEGIN_EXPECTATIONS
9 12:00 Temperature 22
9 12:00 WaterVolume 0
9 12:00 Light 80
9 12:00 EXP_WaterVolume 60
9 12:00 Moisture 13
9 12:00 Fertilizer 2.0
9 12:00 END_EXPECTATIONS
9 12:01 WaterVolume 60

9 13:00 BEGIN_EXPECTATIONS
9 13:00 Temperature 21
9 13:00 WaterVolume 0
9 13:00 Light 70
9 13:00 EXP_WaterVolume 60
9 13:00 Moisture 19
9 13:00 Fertilizer 2.2
9 13:00 END_EXPECTATIONS
9 13:01 WaterVolume 60

9 14:00 BEGIN_EXPECTATIONS
9 14:00 Temperature 21
9 14:00 WaterVolume 0
9 14:00 Light 70
9 14:00 EXP_WaterVolume 40
9 14:00 Moisture 23
9 14:00 Fertilizer 1.6
9 14:00 END_EXPECTATIONS
9 14:01 WaterVolume 40

9 15:00 BEGIN_EXPECTATIONS
9 15:00 Temperature 21
9 15:00 WaterVolume 0
9 15:00 Light 70
9 15:00 EXP_WaterVolume 80
9 15:00 Moisture 0
9 15:00 Fertilizer 1.1
9 15:00 END_EXPECTATIONS
9 15:01 WaterVolume 80

9 16:00 BEGIN_EXPECTATIONS
9 16:00 Temperature 21
9 16:00 WaterVolume 0
9 16:00 Light 65
9 16:00 EXP_WaterVolume 80
9 16:00 Moisture 3
9 16:00 Fertilizer 1.9
9 16:00 END_EXPECTATIONS
9 16:01 WaterVolume 80

9 17:00 BEGIN_EXPECTATIONS
9 17:00 Temperature 21
9 17:00 WaterVolume 0
9 17:00 Light 60
9 17:00 EXP_WaterVolume 80
9 17:00 Moisture 9
9 17:00 Fertilizer 2.9
9 17:00 END_EXPECTATIONS
9 17:01 WaterVolume 80

9 18:00 BEGIN_EXPECTATIONS
9 18:00 Temperature 20
9 18:00 WaterVolume 0
9 18:00 Light 50
9 18:00 EXP_WaterVolume 60
9 18:00 Moisture 13
9 18:00 Fertilizer 2.0
9 18:00 END_EXPECTATIONS
9 18:01 WaterVolume 60

9 19:00 BEGIN_EXPECTATIONS
9 19:00 Temperature 19
9 19:00 WaterVolume 0
9 19:00 Light 30
9 19:00 EXP_WaterVolume 60
9 19:00 Moisture 18
9 19:00 Fertilizer 1.4
9 19:00 END_EXPECTATIONS
9 19:01 WaterVolume 60

9 20:00 BEGIN_EXPECTATIONS
9 20:00 Temperature 18
9 20:00 WaterVolume 0
9 20:00 Light 10
9 20:00 EXP_WaterVolume 40
9 20:00 Moisture 23
9 20:00 Fertilizer 1.3
9 20:00 END_EXPECTATIONS
9 20:01 WaterVolume 40

9 21:00 BEGIN_EXPECTATIONS
9 21:00 Temperature 18
9 21:00 WaterVolume 0
9 21:00 Light 10
9 21:00 EXP_WaterVolume 40
9 21:00 Moisture 27
9 21:00 Fertilizer 1.6
9 21:00 END_EXPECTATIONS
9 21:01 WaterVolume 40

9 22:00 BEGIN_EXPECTATIONS
9 22:00 Temperature 18
9 22:00 WaterVolume 0
9 22:00 Light 10
9 22:00 EXP_WaterVolume 40
9 22:00 Moisture 26
9 22:00 Fertilizer 2.5
9 22:00 END_EXPECTATIONS
9 22:01 WaterVolume 40

9 23:00 BEGIN_EXPECTATIONS
9 23:00 Temperature 18
9 23:00 WaterVolume 0
9 23:00 Light 10
9 23:00 EXP_WaterVolume 40
9 23:00 Moisture 28
9 23:00 Fertilizer 1.5
9 23:00 END_EXPECTATIONS
9 23:01 WaterVolume 40

### Thursday ###
10 0:00 BEGIN_EXPECTATIONS
10 0:00 Temperature 24
10 0:00 WaterVolume 0
10 0:00 Light 10
10 0:00 EXP_WaterVolume 40
10 0:00 Moisture 27
10 0:00 Fertilizer 2.4
10 0:00 END_EXPECTATIONS
10 0:01 WaterVolume 40

10 1:00 BEGIN_EXPECTATIONS
10 1:00 Temperature 24
10 1:00 WaterVolume 0
10 1:00 Light 11
10 1:00 EXP_WaterVolume 40
10 1:00 Moisture 29
10 1:00 Fertilizer 2.2
10 1:00 END_EXPECTATIONS
10 1:01 WaterVolume 40

10 2:00 BEGIN_EXPECTATIONS
10 2:00 Temperature 24
10 2:00 WaterVolume 0
10 2:00 Light 13
10 2:00 EXP_WaterVolume 40
10 2:00 Moisture 28
10 2:00 Fertilizer 1.6
10 2:00 END_EXPECTATIONS
10 2:01 WaterVolume 40

10 3:00 BEGIN_EXPECTATIONS
10 3:00 Temperature 24
10 3:00 WaterVolume 0
10 3:00 Light 15
10 3:00 EXP_WaterVolume 40
10 3:00 Moisture 29
10 3:00 Fertilizer 2.4
10 3:00 END_EXPECTATIONS
10 3:01 WaterVolume 40

10 4:00 BEGIN_EXPECTATIONS
10 4:00 Temperature 25
10 4:00 WaterVolume 0
10 4:00 Light 20
10 4:00 EXP_WaterVolume 40
10 4:00 Moisture 29
10 4:00 Fertilizer 1.2
10 4:00 END_EXPECTATIONS
10 4:01 WaterVolume 40

10 5:00 BEGIN_EXPECTATIONS
10 5:00 Temperature 25
10 5:00 WaterVolume 0
10 5:00 Light 25
10 5:00 EXP_WaterVolume 0
10 5:00 Moisture 30
10 5:00 Fertilizer 2.5
10 5:00 END_EXPECTATIONS
10 5:01 WaterVolume 0

10 6:00 BEGIN_EXPECTATIONS
10 6:00 Temperature 26
10 6:00 WaterVolume 0
10 6:00 Light 40
10 6:00 EXP_WaterVolume 40
10 6:00 Moisture 28
10 6:00 Fertilizer 2.2
10 6:00 END_EXPECTATIONS
10 6:01 WaterVolume 40

10 7:00 BEGIN_EXPECTATIONS
10 7:00 Temperature 26
10 7:00 WaterVolume 0
10 7:00 Light 45
10 7:00 EXP_WaterVolume 40
10 7:00 Moisture 28
10 7:00 Fertilizer 2.8
10 7:00 END_EXPECTATIONS
10 7:01 WaterVolume 40

10 8:00 BEGIN_EXPECTATIONS
10 8:00 Temperature 26
10 8:00 WaterVolume 0
10 8:00 Light 50
10 8:00 EXP_WaterVolume 0
10 8:00 Moisture 31
10 8:00 Fertilizer 1.1
10 8:00 END_EXPECTATIONS
10 8:01 WaterVolume 0

10 9:00 BEGIN_EXPECTATIONS
10 9:00 Temperature 26
10 9:00 WaterVolume 0
10 9:00 Light 50
10 9:00 EXP_WaterVolume 40
10 9:00 Moisture 27
10 9:00 Fertilizer 2.7
10 9:00 END_EXPECTATIONS
10 9:01 WaterVolume 40

10 10:00 BEGIN_EXPECTATIONS
10 10:00 Temperature 26
10 10:00 WaterVolume 0
10 10:00 Light 50
10 10:00 EXP_WaterVolume 0
10 10:00 Moisture 30
10 10:00 Fertilizer 2.3
10 10:00 END_EXPECTATIONS
10 10:01 WaterVolume 0

10 11:00 BEGIN_EXPECTATIONS
10 11:00 Temperature 27
10 11:00 WaterVolume 0
10 11:00 Light 60
10 11:00 EXP_WaterVolume 0
10 11:00 Moisture 30
10 11:00 Fertilizer 2.9
10 11:00 END_EXPECTATIONS
10 11:01 WaterVolume 0

10 12:00 BEGIN_EXPECTATIONS
10 12:00 Temperature 28
10 12:00 WaterVolume 0
10 12:00 Light 80
